engine_rpm_mean,engine_coolant_temp_c,oil_pressure_psi,hard_braking_events_per_100km,battery_voltage_v,odometer_reading_km_k,component_failure_risk
2058.562,114.461,46.939,4.633,12.706,15.717,0
2754.703,88.009,30.703,4.117,13.579,31.239,0
1801.049,93.941,55.452,1.251,13.185,86.964,1
2646.165,76.794,51.667,3.116,12.157,91.292,0
2947.952,79.844,53.71,0.201,14.751,173.635,1
3247.507,93.369,42.106,4.14,13.174,38.268,1
2384.9,107.455,25.014,2.367,14.876,86.776,1
2317.612,88.412,53.734,1.763,14.594,37.326,1
1879.311,88.697,38.756,0.297,14.301,62.831,0
1912.528,86.304,25.323,0.0,14.352,160.779,0
2302.789,84.513,58.224,0.631,13.246,33.865,1
2688.788,96.13,67.193,4.503,15.2,111.417,1
3043.83,71.038,41.505,1.775,13.839,102.681,0
1927.934,109.933,67.909,2.195,14.072,83.912,1
3420.248,82.684,43.096,3.68,13.216,108.375,0
2273.77,102.107,37.435,5.75,12.962,32.799,0
2436.111,74.22,34.434,4.885,14.23,159.535,0
1964.312,101.364,61.645,0.75,13.996,171.618,1
874.244,101.407,32.638,0.0,13.09,87.12,0
3024.63,97.379,50.823,6.747,12.505,194.04,0
2928.949,78.078,35.29,6.584,12.657,67.044,0
2267.137,95.494,36.476,2.839,14.877,103.019,1
2493.544,75.437,54.363,0.213,13.248,149.435,0
2785.36,88.461,37.44,4.234,13.495,64.345,0
1434.345,106.412,37.142,2.306,15.105,22.83,1
2106.116,103.154,55.594,2.297,12.79,12.473,1
2966.272,92.213,61.169,4.11,13.146,177.737,0
1634.712,78.353,49.736,3.102,13.108,61.194,0
2640.813,101.038,34.143,0.366,15.2,76.642,1
1568.222,92.271,35.873,1.915,15.2,34.926,1
2753.179,65.0,42.959,3.69,14.476,127.675,1
2426.833,102.957,45.851,3.418,14.505,49.83,1
1400.164,91.661,30.146,2.972,13.278,62.893,0
3207.081,108.834,50.676,4.18,15.2,98.478,1
1972.515,76.666,43.026,1.849,14.041,37.118,1
1923.336,65.0,21.412,2.822,14.568,76.964,1
2580.37,95.907,30.853,0.0,13.705,148.099,0
3196.614,96.082,35.95,1.691,13.559,104.271,0
1789.716,68.331,41.126,3.875,15.2,90.874,1
2490.092,78.301,64.671,1.797,14.286,94.669,1
2728.731,125.0,44.858,1.661,15.106,67.489,1
2900.519,87.721,31.911,0.625,14.03,174.827,0
2564.687,102.233,44.648,4.306,13.036,48.453,1
2211.432,82.891,37.775,3.487,13.275,94.492,0
1912.066,65.0,45.897,3.986,13.893,90.176,0
2505.994,89.616,48.967,0.0,13.236,130.394,0
1753.11,88.282,56.511,2.211,12.803,134.643,0
750.0,86.402,41.709,1.996,14.881,83.559,1
2733.764,90.395,61.668,1.995,13.31,98.08,1
3037.558,95.7,52.896,1.391,13.924,99.784,1
914.094,89.898,33.511,1.877,14.067,5.0,1
1793.675,74.304,68.518,4.029,13.271,13.495,1
2852.45,98.807,45.924,0.0,15.106,57.772,1
3787.372,65.0,31.979,5.699,12.795,59.728,0
2463.516,65.0,61.835,3.371,14.035,31.032,1
1976.798,102.349,66.933,2.424,14.022,118.731,0
2331.117,99.098,41.604,4.132,13.751,85.095,0
3343.67,91.196,35.956,0.0,12.633,75.339,1
2030.123,72.464,39.932,1.304,14.584,28.473,1
1930.525,82.089,50.577,2.282,14.469,82.995,1
2136.217,88.322,57.334,4.958,13.192,5.0,1
1830.336,69.657,48.846,2.416,14.437,77.667,1
2529.736,81.654,43.221,3.31,14.137,87.843,1
3506.041,101.133,59.976,1.439,12.647,95.886,0
2660.002,111.982,38.246,3.376,13.031,14.615,0
2285.97,86.128,54.371,5.519,14.824,95.117,0
2260.323,102.591,38.543,4.292,14.078,38.136,1
1433.926,65.203,47.172,2.353,13.292,48.439,1
3024.021,101.232,40.637,3.716,13.027,117.307,0
2399.406,80.745,41.33,3.54,13.336,175.635,0
2332.688,96.303,37.471,3.412,13.4,87.311,0
4525.52,88.531,58.138,4.502,13.039,48.231,0
2644.189,110.486,33.205,4.488,12.232,93.49,0
1961.336,79.758,33.117,2.271,14.826,127.256,0
2172.868,100.786,67.452,3.655,14.674,112.945,1
3196.49,88.087,53.734,1.81,12.654,208.44,0
2523.626,89.784,13.379,0.838,13.923,52.81,1
1515.119,89.426,35.217,2.015,12.988,96.35,0
3047.499,80.161,20.256,2.363,13.565,154.701,0
2015.706,91.803,30.592,0.0,13.49,151.877,0
3667.644,91.123,10.0,4.049,13.415,5.0,0
3152.031,95.377,40.356,0.0,15.2,84.849,1
2159.241,93.183,28.297,7.387,13.404,151.803,0
3282.661,103.172,42.719,5.203,13.073,215.079,0
2494.106,104.929,22.499,2.03,13.114,116.671,0
3004.303,77.291,42.995,2.517,14.739,68.446,1
2765.076,104.163,37.021,3.045,12.313,39.586,0
1899.868,75.391,60.023,1.44,13.114,184.843,0
2031.693,100.23,58.936,2.847,15.102,117.793,1
3119.475,100.676,51.424,2.241,14.02,46.837,1
2232.396,65.242,38.081,2.33,13.973,75.858,0
2187.628,93.302,65.825,2.827,15.2,98.958,1
1829.17,85.441,23.364,0.136,14.022,109.471,0
2725.339,81.377,25.157,2.571,13.163,44.517,0
3790.641,110.912,40.995,2.794,13.546,57.361,1
1756.104,82.848,69.048,2.732,12.778,10.618,1
2465.743,80.711,39.572,2.112,14.93,131.789,1
3367.943,93.06,39.801,4.548,14.317,69.627,1
2398.233,101.598,24.697,1.863,14.812,105.984,1
2744.042,90.017,53.351,2.909,14.892,149.002,0
1759.444,108.329,53.438,4.835,13.427,94.894,1
2728.4,99.434,51.469,2.357,12.95,79.916,0
2328.356,65.0,34.449,2.886,13.753,93.726,1
3090.724,84.587,33.52,2.327,13.015,87.844,1
3221.801,84.134,26.483,4.727,13.948,141.077,0
4133.216,98.711,43.006,2.036,14.819,98.988,1
2826.762,65.0,29.035,4.81,13.649,60.502,1
2661.768,125.0,27.871,2.314,13.935,132.153,0
2576.35,99.434,36.916,0.953,13.716,140.372,0
2220.442,94.084,36.13,3.723,14.522,24.775,1
2670.014,108.542,35.544,1.952,13.199,153.975,0
2257.989,124.811,47.597,3.617,11.823,101.412,0
2559.5,104.19,42.949,0.0,14.224,97.747,1
3306.438,105.283,38.542,2.509,14.689,130.298,1
1795.747,93.83,44.196,1.673,14.202,59.486,1
3190.921,90.019,30.102,0.586,13.224,127.937,0
3306.125,85.339,43.263,1.504,12.778,68.045,1
2373.255,80.434,43.807,1.467,14.245,18.627,1
1070.794,82.382,23.963,2.414,13.927,40.101,1
2054.916,73.092,53.948,0.039,13.687,110.516,1
3293.046,90.938,31.423,3.069,15.2,42.454,1
2435.136,68.415,43.084,4.959,12.948,157.453,0
1800.454,94.673,55.973,3.006,15.2,138.518,1
2121.896,91.491,53.108,3.956,13.829,145.005,0
2996.403,94.057,42.412,4.47,12.148,90.615,0
2805.377,84.69,37.65,4.726,13.639,96.604,0
2294.694,125.0,53.37,5.866,14.664,31.283,1
2211.564,111.042,50.096,1.601,13.471,129.81,0
2195.357,74.576,34.58,1.207,12.473,102.093,0
1850.433,95.26,32.461,3.91,13.652,110.529,0
3499.994,83.488,17.132,3.775,13.029,160.974,0
2240.492,77.797,43.848,3.896,14.243,57.732,1
3241.153,73.239,41.008,5.901,14.496,79.324,1
3438.855,98.051,55.634,2.52,12.849,99.7,0
3098.902,82.461,46.309,3.267,13.165,42.905,1
2169.447,105.55,58.011,0.735,14.481,76.558,1
2712.425,105.913,33.632,6.344,13.027,107.183,0
2434.273,111.235,55.658,1.894,12.826,70.356,0
1862.594,80.067,35.653,1.945,12.739,143.905,0
2660.834,98.655,51.331,1.876,14.117,17.008,1
1683.624,100.854,24.495,1.339,14.078,135.525,0
3221.992,85.362,44.822,1.187,13.184,114.753,0
2147.999,81.195,18.184,1.557,13.805,59.403,1
2580.754,114.533,38.794,0.042,15.174,43.402,1
2634.137,95.185,47.284,1.086,12.923,5.0,1
2281.712,100.904,35.748,6.008,12.043,49.217,0
2831.351,80.491,29.395,3.824,14.21,132.123,0
2141.313,74.93,52.153,4.167,13.701,82.476,1
3016.343,84.028,40.758,4.619,13.161,137.334,0
1575.113,90.264,36.125,5.801,14.387,57.106,1
2532.147,77.101,42.503,0.0,14.555,116.82,1
3710.304,91.862,73.64,0.286,11.813,52.713,1
1799.785,68.361,55.842,1.053,13.213,41.549,1
2009.466,76.319,55.951,1.654,15.2,80.179,1
2784.04,101.393,47.227,1.959,14.325,55.077,1
2566.728,100.453,43.998,1.695,14.408,15.573,1
2677.91,86.514,13.247,2.895,14.856,76.796,0
2767.972,77.751,33.852,2.564,13.815,89.79,0
2862.569,77.616,36.233,1.199,14.517,142.076,0
3171.305,86.774,19.501,0.0,14.446,127.156,0
2716.382,101.023,28.111,0.713,14.285,139.897,0
2293.183,104.995,18.23,1.511,13.51,117.416,0
2887.173,85.049,41.54,2.055,13.955,99.968,1
3684.923,75.851,51.825,0.467,13.27,29.697,1
2363.788,95.75,55.281,1.617,13.812,91.744,1
1816.556,80.471,46.977,0.464,12.748,111.856,0
3169.602,84.744,30.439,2.274,13.088,150.585,0
2371.752,110.554,18.815,0.568,13.546,115.883,0
1037.765,103.58,20.918,0.972,12.951,140.817,0
3000.824,94.212,26.772,0.144,13.345,38.56,1
2102.037,74.193,31.334,2.224,13.652,70.311,0
2391.153,94.96,40.083,0.94,14.162,104.321,1
2665.787,106.877,29.83,4.132,14.654,137.243,0
2573.825,86.741,46.068,3.231,13.383,78.465,0
2911.144,110.916,39.213,2.374,15.002,81.29,1
2166.934,110.098,42.127,1.065,14.645,115.921,1
2783.519,115.292,55.683,3.185,14.254,34.336,1
2281.295,96.273,27.837,3.743,13.938,157.333,0
2930.227,100.223,47.024,2.757,14.087,45.439,1
2849.989,111.799,41.832,5.387,14.868,5.0,1
1841.965,98.264,37.998,3.327,14.901,85.453,1
3155.888,84.983,52.623,4.144,15.001,161.431,0
2101.624,85.72,52.548,2.74,13.837,111.39,0
2975.238,95.34,30.642,3.716,14.299,118.799,0
2688.737,73.932,39.814,1.066,15.009,86.862,1
3644.819,89.994,45.375,1.675,13.239,78.143,0
2304.747,107.352,38.724,3.129,13.513,15.479,1
2222.944,65.0,49.02,3.116,13.814,5.0,1
2437.377,113.483,45.374,3.414,14.61,93.832,1
2252.933,107.713,63.991,4.481,14.624,144.065,0
2969.962,85.563,23.637,0.0,13.592,100.486,0
1399.398,99.607,40.531,0.746,12.442,113.062,0
1765.106,92.044,31.098,2.913,14.022,156.267,0
1755.928,109.22,49.249,1.196,12.974,99.795,0
3067.7,105.758,22.594,8.58,12.459,79.481,0
3561.899,72.399,46.156,3.428,12.663,48.166,0
2382.108,100.222,34.439,2.359,14.094,176.0,0
2340.266,89.121,33.19,1.572,15.025,108.695,1
2495.534,93.16,24.642,1.636,13.835,42.538,1
3205.221,81.806,36.419,2.554,13.99,32.297,1
1847.22,116.474,55.014,2.702,14.865,141.388,1
2604.94,106.561,41.698,1.678,12.41,38.315,0
3083.878,81.643,49.532,2.008,14.268,168.423,0
2775.711,73.315,61.976,4.92,13.79,5.0,1
2573.228,86.601,45.165,4.992,14.309,149.017,0
3100.68,98.083,35.294,2.954,13.365,106.91,0
750.0,95.363,47.607,0.086,13.064,90.337,0
2890.619,109.544,35.468,3.469,13.926,77.104,0
2024.851,103.059,35.947,5.298,15.2,170.083,0
1260.089,105.574,23.761,4.966,14.575,116.818,0
2782.282,96.576,53.115,3.822,13.343,44.356,1
3342.878,72.55,37.368,5.06,12.593,7.649,0
2360.658,89.26,44.185,2.596,12.286,92.978,0
3069.368,106.841,29.568,3.631,14.984,84.952,1
3497.981,91.279,47.231,1.275,12.94,16.606,1
3304.694,99.043,32.857,3.026,13.507,82.507,0
3515.977,87.538,40.299,4.893,14.989,59.173,1
2932.383,77.583,52.534,1.439,12.347,85.418,0
2499.032,90.273,51.489,0.949,15.143,117.667,1
1408.722,96.327,41.736,2.675,13.572,152.167,0
2290.059,82.82,20.782,2.092,12.766,125.9,0
1901.89,88.7,75.0,3.668,13.577,52.535,1
3861.113,78.848,62.95,1.684,13.15,101.601,1
2335.674,107.669,50.672,5.593,14.197,87.84,0
2530.083,87.878,32.962,0.179,13.217,25.054,1
2808.465,112.339,40.637,4.757,12.08,102.92,0
2478.342,113.402,35.479,1.123,13.601,168.55,0
3551.783,90.865,57.166,0.0,12.579,86.459,1
2045.278,77.882,45.15,2.928,13.984,13.262,1
2576.495,65.0,32.59,2.042,12.732,86.362,0
1967.394,71.391,36.351,0.503,13.361,30.383,1
1591.985,72.766,55.454,0.0,13.964,123.862,1
2052.35,111.299,61.201,2.485,13.609,108.619,0
2425.926,93.622,60.34,4.257,14.025,77.309,1
2170.954,97.454,51.084,3.553,14.412,70.098,1
1999.926,65.0,38.969,2.602,12.758,75.449,0
1535.894,75.228,10.0,3.362,13.742,85.372,0
2395.981,104.419,45.566,2.451,10.803,50.249,0
1471.932,96.015,41.978,0.0,14.023,22.551,1
2944.036,89.939,43.68,0.0,13.529,136.241,1
2503.586,99.908,42.647,2.134,12.915,67.657,0
1502.592,114.901,26.085,2.211,14.084,92.517,0
2249.014,88.905,48.689,4.032,14.855,97.838,1
1961.098,92.971,49.587,3.863,13.372,99.491,0
2657.463,94.696,50.188,3.589,12.95,32.178,0
3321.293,125.0,53.359,1.995,13.949,9.587,1
1231.138,65.0,49.249,0.015,12.598,58.509,1
2524.767,101.565,37.08,3.242,13.206,102.807,0
2345.914,90.393,41.15,3.445,14.9,52.242,1
2886.371,99.935,43.093,0.0,13.856,69.029,1
2588.578,82.797,43.292,0.998,12.108,180.728,0
1961.22,91.314,53.979,1.256,12.183,5.0,1
2242.615,101.96,49.724,2.713,13.946,51.023,0
1932.583,125.0,66.928,1.054,14.576,170.347,0
3149.405,103.313,68.478,2.431,12.344,82.993,0
2463.853,80.127,42.956,2.121,14.205,53.231,1
3685.774,86.067,10.0,2.214,14.997,137.595,0
2410.57,85.652,56.842,1.21,15.2,87.485,1
1989.536,66.861,35.515,1.35,14.098,69.326,1
1466.086,87.379,32.382,0.556,14.256,93.657,1
1277.959,102.26,37.219,3.184,11.88,55.385,0
1420.312,74.161,36.64,3.528,15.2,39.213,1
2623.632,106.679,49.347,1.113,13.282,79.888,1
2780.671,98.829,23.287,5.237,12.96,39.505,0
1422.226,81.721,29.067,1.934,13.57,85.481,1
3031.775,90.019,46.118,5.254,15.161,100.948,1
2136.01,114.377,49.475,1.344,15.2,123.388,1
2545.415,102.27,49.698,0.0,13.913,135.757,0
3497.943,92.123,32.556,3.224,14.698,66.742,1
3032.946,88.672,30.261,2.947,13.839,107.474,0
2275.455,93.073,35.92,2.562,12.866,107.164,0
1870.725,84.835,44.878,1.344,15.129,99.752,1
1051.32,65.0,59.826,2.438,13.24,63.424,1
1982.55,120.59,17.431,1.58,15.182,38.737,1
2312.765,94.175,39.351,1.956,14.969,107.59,1
1808.333,97.574,26.008,4.015,14.353,8.191,1
2364.683,91.189,22.173,2.832,15.2,72.947,1
2499.954,81.708,53.603,3.598,15.2,5.0,1
2303.844,89.397,48.535,2.083,13.642,24.862,1
2027.498,69.608,47.393,1.884,13.072,45.529,1
2559.626,123.879,53.052,0.424,12.122,134.353,0
2737.261,74.717,36.243,1.834,15.2,115.965,1
1741.241,77.552,36.808,0.0,13.404,60.073,1
3367.106,85.836,68.229,1.438,14.822,117.822,1
2385.918,110.033,39.041,2.353,13.133,124.943,0
2462.252,92.203,50.822,3.515,15.184,77.77,1
2910.339,74.694,42.077,2.016,13.17,22.703,1
2601.59,109.561,19.821,3.126,12.727,75.644,0
3069.539,102.234,17.464,0.0,13.612,80.595,1
2636.631,99.538,35.052,2.398,13.321,29.54,0
2051.916,102.02,54.673,0.0,14.337,101.517,1
2684.977,125.0,51.459,0.325,13.754,97.592,1
1706.578,122.591,52.969,2.163,14.365,105.027,0
2520.564,82.386,30.155,4.797,13.538,97.552,0
2428.401,114.734,61.39,3.168,13.201,117.843,0
2314.724,97.364,30.421,2.533,13.275,76.93,0
2366.451,98.987,44.554,2.465,15.2,94.08,1
1226.798,68.308,41.876,1.215,14.003,67.102,1
2093.329,89.615,39.914,1.521,12.015,58.698,0
2510.349,80.62,58.063,3.269,13.332,145.221,0
2553.907,103.593,33.539,0.006,13.887,5.0,1
1782.011,106.995,25.805,3.567,15.2,124.454,0
3272.71,65.0,42.24,1.801,14.726,57.076,1
1886.986,91.692,37.202,3.986,12.97,51.248,0
3080.147,107.706,75.0,4.23,15.2,96.771,1
2727.676,89.386,50.118,0.0,13.772,17.968,1
2029.952,102.207,37.088,1.453,14.922,48.279,1
3603.952,96.916,29.327,0.96,12.76,46.789,1
1674.136,96.783,19.437,0.0,11.642,75.037,0
3047.45,88.202,29.697,0.641,12.532,48.814,1
3100.379,74.968,43.379,6.894,10.875,157.05,0
2014.097,76.299,59.128,3.597,15.2,165.866,1
3355.102,101.931,55.46,5.951,13.993,5.0,1
2287.47,92.272,44.749,3.992,12.968,109.495,0
2637.651,90.061,38.122,1.165,14.207,123.64,0
2619.209,86.066,45.226,1.813,13.97,109.434,1
2362.699,87.727,35.776,3.559,14.359,55.385,1
2977.025,106.657,62.62,3.288,14.889,74.016,1
2965.768,87.307,39.73,1.461,13.539,51.328,1
1313.454,73.225,40.964,0.0,13.008,66.088,1
3297.821,102.411,15.41,8.418,14.545,30.552,0
1369.38,89.132,39.655,2.246,14.522,79.835,1
3121.155,92.44,52.038,1.914,13.891,17.374,1
3182.358,114.506,29.187,2.704,15.2,75.994,1
1740.872,91.712,32.991,2.063,13.406,28.814,0
2182.971,96.049,51.513,2.721,12.99,94.307,0
1731.292,75.495,24.28,4.817,14.176,54.426,0
2310.301,88.925,54.694,2.276,13.193,98.076,0
2249.778,100.533,35.614,0.407,14.246,133.671,0
2956.779,70.225,37.337,2.209,13.05,156.525,0
3301.701,94.812,28.513,1.664,13.44,5.0,1
3357.194,93.411,46.537,5.063,15.2,47.461,1
2084.591,92.578,71.518,4.608,13.435,71.361,1
2314.006,106.52,51.378,2.694,13.081,105.715,0
1355.765,96.682,31.629,0.198,14.854,10.734,1
1926.184,112.693,55.627,0.293,12.854,40.806,1
3077.154,78.09,38.2,2.527,13.176,90.866,1
3500.129,93.903,58.494,3.105,14.319,88.82,1
1647.673,93.183,51.68,1.826,14.645,101.993,1
2064.898,77.03,10.0,1.636,14.898,104.965,1
2432.836,105.388,29.951,1.433,13.128,100.237,0
2632.105,124.545,53.333,2.458,14.336,93.714,0
1923.758,91.762,43.82,0.0,13.381,87.508,1
2725.64,99.07,29.715,0.518,13.255,114.914,0
2142.004,93.183,34.397,1.371,14.883,5.0,1
2440.606,82.01,19.125,4.674,13.305,154.495,0
2805.085,66.509,40.94,1.035,14.05,5.0,1
2454.174,82.119,68.528,2.825,13.94,36.438,1
2166.349,72.513,51.659,2.908,12.836,74.796,1
2378.754,115.857,68.285,4.836,14.669,115.268,1
2392.564,90.388,52.589,4.773,14.304,5.0,1
2209.493,87.157,54.33,2.396,12.012,83.734,0
2281.783,104.448,65.689,1.644,14.05,120.658,1
3489.121,76.295,46.527,1.305,13.104,129.753,0
2814.598,81.264,39.753,2.066,14.787,53.62,1
2257.938,92.953,54.392,1.719,12.499,71.462,0
2903.02,106.403,59.446,3.497,13.479,57.273,1
2233.017,99.024,36.24,3.257,14.126,67.33,0
3212.531,95.477,33.341,3.565,13.849,38.568,1
2690.267,93.094,43.666,4.767,14.487,44.984,1
2380.254,97.603,51.978,5.853,12.433,104.547,0
2741.016,94.823,51.577,2.724,15.2,90.923,1
1428.931,77.58,24.91,4.479,14.273,107.121,0
1717.601,92.645,64.939,1.867,15.024,94.631,1
1673.949,76.968,34.306,4.633,14.587,116.695,1
2542.913,93.135,38.819,4.411,13.79,124.52,0
3576.135,85.271,31.168,4.315,12.644,6.623,0
3900.345,125.0,74.38,2.669,13.293,46.556,1
2864.733,91.441,44.905,1.297,15.2,74.588,1
2775.549,72.341,31.788,0.0,15.047,83.98,1
1279.312,90.121,52.367,2.428,13.242,54.846,0
2097.262,99.271,51.23,5.259,11.264,126.041,0
1937.941,115.427,39.747,1.942,13.609,174.098,0
2046.449,83.748,52.087,3.913,13.541,93.377,1
2340.707,69.846,32.096,4.019,13.575,88.795,0
2143.141,103.436,36.085,1.989,14.276,123.226,0
1163.455,72.672,17.877,4.869,14.589,5.0,1
2936.142,85.894,26.113,0.0,14.691,86.281,1
1752.717,88.393,63.692,0.299,14.201,129.057,1
2605.51,91.025,61.697,0.852,12.179,56.058,0
3798.154,101.648,42.789,1.025,13.493,29.805,1
1852.4,82.429,61.955,3.105,15.2,76.639,1
805.313,88.168,40.079,3.022,14.137,82.269,1
2264.097,91.8,39.079,3.209,14.131,44.111,1
3165.624,94.094,42.678,3.573,14.124,179.327,0
3722.926,93.37,40.501,0.79,14.174,63.459,1
1650.793,98.104,39.418,0.307,11.655,33.085,0
2772.854,103.814,55.721,3.213,13.584,80.787,0
2147.548,97.497,43.802,1.366,13.766,125.854,0
2381.134,98.35,50.55,0.0,14.953,85.784,1
4168.823,69.849,54.377,4.248,13.843,106.852,1
1473.069,92.703,46.658,5.011,12.318,45.782,0
2614.931,98.713,30.357,5.303,14.187,151.946,0
2754.001,102.205,25.766,2.837,13.077,110.277,0
3155.761,82.307,43.785,3.627,12.705,132.147,0
2513.689,82.773,39.945,4.966,13.049,101.432,0
2650.233,83.963,43.049,1.345,14.288,122.12,1
2195.428,99.51,41.807,4.499,14.933,45.713,1
2624.933,106.474,73.003,2.996,14.235,62.887,1
2226.925,86.296,26.037,4.145,14.369,145.592,0
2854.022,104.711,18.121,2.835,14.226,155.188,0
2209.753,93.729,45.989,4.833,13.891,33.382,0
2695.115,90.26,37.483,2.902,14.427,96.238,1
2430.979,89.041,45.793,0.0,11.623,65.608,0
3181.933,102.453,49.007,5.113,13.9,53.634,1
2416.594,96.558,57.409,0.794,12.86,97.818,0
1297.529,123.862,23.913,4.756,14.847,136.343,0
3270.249,80.069,35.319,2.338,13.668,105.325,1
1861.274,99.253,47.145,4.617,13.828,70.622,0
2025.052,84.591,51.246,4.543,12.445,108.169,0
2062.82,79.83,68.321,3.274,14.715,68.801,1
3343.385,91.848,53.468,3.415,14.365,103.545,1
1061.812,93.923,41.319,3.261,14.301,147.841,0
4489.537,125.0,31.315,0.0,13.068,5.0,1
3136.437,89.422,35.229,2.713,13.104,120.876,0
2595.105,76.177,34.888,0.491,14.001,15.743,1
2414.319,95.822,49.863,2.808,13.175,140.275,0
2635.61,65.0,45.084,0.443,14.191,56.334,1
2788.73,90.713,26.116,0.367,11.855,30.205,0
2869.39,92.224,36.769,5.389,13.361,116.287,0
2811.143,103.124,52.531,4.425,15.2,101.388,1
2508.227,105.631,46.22,2.493,14.196,40.037,1
2321.73,84.95,48.824,2.833,13.95,28.615,1
2351.672,89.891,46.595,2.054,15.2,76.563,1
2323.31,81.274,61.517,3.526,11.698,30.816,0
3186.951,76.207,44.833,1.283,13.066,37.234,1
2835.812,96.339,37.368,4.289,13.439,90.203,0
750.0,74.17,31.011,2.044,14.573,41.536,1
2876.336,86.195,44.995,1.744,14.588,104.194,1
2576.579,78.068,12.712,2.539,13.021,152.056,0
2437.839,99.696,39.789,1.436,14.698,78.315,1
2197.463,117.22,39.53,3.092,13.437,90.857,0
3180.673,73.778,25.626,1.533,14.89,175.814,0
3065.892,66.058,30.861,3.343,12.871,31.558,0
1947.63,90.252,51.716,4.689,13.689,138.606,0
2714.584,92.22,44.769,1.205,13.359,133.189,0
1818.423,95.061,43.221,2.265,14.75,123.444,0
1553.248,85.752,45.676,3.33,13.329,143.129,0
2042.634,89.191,43.112,1.715,13.762,97.626,1
3010.556,97.145,56.914,3.336,14.256,58.768,1
3069.531,106.566,43.481,3.5,14.291,134.256,0
2783.506,65.0,24.501,4.45,14.598,135.978,0
2921.312,86.835,61.562,1.409,13.99,134.739,0
2785.516,94.993,46.444,0.803,13.424,87.003,1
2033.037,79.148,34.929,1.946,13.485,52.771,1
2730.75,116.236,26.959,0.758,13.823,93.611,0
2970.266,83.104,46.751,3.516,14.025,127.4,0
2940.289,91.422,40.594,0.409,13.668,131.096,0
3222.794,99.784,60.89,6.699,13.817,65.665,0
2910.398,83.722,37.849,4.833,12.434,99.192,0
2678.441,66.148,31.951,2.523,14.401,26.105,1
3145.598,85.999,52.75,4.061,13.963,129.323,1
2432.761,106.412,53.103,0.0,14.702,49.751,1
1876.781,87.283,44.024,7.042,13.8,120.336,0
2344.006,80.15,50.116,1.438,12.235,33.281,1
1965.813,104.959,41.548,2.283,13.477,131.414,0
2011.134,87.369,44.806,0.0,13.62,99.483,1
2356.063,84.858,55.98,3.375,14.469,49.839,1
1934.927,94.092,49.504,0.509,11.937,116.111,0
2249.825,102.791,39.969,2.683,13.837,58.434,0
1219.15,125.0,58.228,1.52,14.262,118.73,0
2588.641,103.581,13.622,0.56,13.205,72.665,0
2450.784,108.238,66.625,1.052,13.867,7.553,1
1918.892,84.916,21.528,2.906,13.236,40.791,0
2878.51,77.638,34.475,0.193,13.143,65.631,1
3059.421,92.873,41.509,1.152,13.432,146.569,0
1405.086,93.5,40.242,3.694,13.16,125.551,0
1954.229,76.901,54.077,7.184,14.415,158.074,0
1950.057,89.546,29.306,3.36,13.139,159.414,0
1839.063,97.59,45.129,0.849,12.987,60.936,1
2989.159,97.046,35.061,1.839,15.2,76.518,1
2324.013,99.06,45.542,2.557,14.665,66.492,1
2278.065,96.074,41.223,1.871,12.125,54.782,0
1147.489,84.902,43.115,4.126,13.112,5.0,1
2863.022,84.805,35.401,2.891,14.018,84.336,1
1644.482,75.215,35.879,4.134,14.091,27.15,1
2488.956,116.987,45.447,1.934,12.459,83.462,0
2630.295,92.188,53.325,4.886,14.843,180.21,0
3334.428,88.852,34.821,2.2,14.543,62.079,1
1599.267,78.997,31.575,0.752,14.234,93.765,1
750.0,125.0,49.362,6.419,15.021,125.799,0
2569.502,76.973,41.61,0.0,14.207,97.613,1
3620.332,85.996,51.966,1.17,14.204,98.162,1
3255.315,97.822,31.13,1.371,15.2,68.692,1
2586.279,100.403,20.647,7.015,14.791,74.565,0
2130.436,105.411,35.604,5.752,13.043,41.8,0
2974.63,117.307,32.804,5.189,14.37,123.072,0
1817.195,99.086,41.055,1.905,13.202,6.633,1
2759.633,77.216,34.358,6.867,14.254,128.699,0
2778.556,88.403,50.892,3.163,14.229,21.834,1
3139.136,96.31,38.542,4.259,12.555,128.317,0
4243.779,120.955,43.806,2.823,13.69,69.078,1
2705.07,72.431,43.892,2.411,14.039,29.566,1
2119.174,108.836,44.339,2.047,13.407,111.068,0
2433.377,94.519,41.71,2.123,14.083,126.795,0
1300.101,103.73,48.127,3.595,14.525,65.286,1
1998.436,90.572,32.452,3.161,13.772,117.427,0
2183.966,80.206,58.793,2.443,14.002,5.0,1
2109.343,102.512,39.162,5.217,15.045,25.573,1
2549.031,101.162,26.261,0.0,14.226,143.158,0
1915.427,105.609,44.257,3.418,13.981,74.935,0
3178.67,91.814,31.786,3.792,12.938,5.0,0
2450.135,83.602,49.984,4.565,14.404,53.551,1
2443.955,70.177,68.515,2.383,14.097,43.447,1
2236.868,103.471,32.561,2.874,14.955,77.532,1
2550.874,97.934,45.988,4.275,13.842,68.316,1
2986.314,78.479,20.934,5.184,12.165,93.052,0
1886.365,84.46,47.447,1.959,12.27,81.874,1
2022.224,85.465,31.371,2.981,14.462,146.188,0
2252.578,71.238,34.502,5.521,13.287,104.105,0
1575.184,80.552,28.785,0.0,14.193,105.595,1
1917.482,76.126,50.786,1.258,13.903,137.432,0
2140.456,86.225,54.088,5.139,13.65,67.505,0
3018.353,81.658,42.281,4.467,13.713,28.216,1
2620.665,69.222,31.627,3.44,13.021,139.314,0
2575.833,120.316,61.074,1.693,13.786,91.113,1
